transaction_id,transaction_date,transaction_hour,day_of_week,is_weekend,transaction_month,amount,use_chip,merchant_state,mcc,age_at_transaction,retirement_age,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,card_brand,card_type,has_chip,num_cards_issued,credit_limit,account_open_month,account_open_year,years_since_pin_change,card_on_dark_web,mcc_description,amount_to_credit_limit,amount_to_yearly_income,card_account_age_years,months_to_card_expiration,is_fraud,split
20784097,2018-02-08 01:19:00,1,4,False,2,15.02,Chip Transaction,MI,4121,58,67,22680.00,46244.00,108449.00,814,5,Amex,Credit,YES,2,12700.00,9,2004,10,No,Taxicabs and Limousines,0.001183,0.000325,13.416666,81,False,train
20784100,2018-02-08 01:23:00,1,4,False,2,0.36,Swipe Transaction,NY,5499,30,70,23550.00,48010.00,87837.00,703,3,Discover,Credit,NO,1,18300.00,3,2007,5,No,Miscellaneous Food Stores,0.000020,0.000007,10.916666,60,False,train
20784101,2018-02-08 01:24:00,1,4,False,2,5.69,Chip Transaction,CA,5812,39,55,25431.00,51854.00,72162.00,737,2,Mastercard,Debit (Prepaid),YES,2,105.00,6,2007,5,No,Eating Places and Restaurants,0.054190,0.000110,10.666666,24,False,train
20784103,2018-02-08 01:26:00,1,4,False,2,80.00,Chip Transaction,MO,4829,28,67,16224.00,33076.00,50117.00,721,3,Mastercard,Debit,YES,2,10618.00,2,2009,9,No,Money Transfer,0.007534,0.002419,9.000000,16,False,train
20784105,2018-02-08 01:26:00,1,4,False,2,63.61,Swipe Transaction,AZ,5300,65,70,32056.00,65362.00,27745.00,743,6,Mastercard,Debit,YES,1,37468.00,2,2014,4,No,Wholesale Clubs,0.001698,0.000973,4.000000,25,False,train
20784106,2018-02-08 01:28:00,1,4,False,2,8.23,Online Transaction,,5815,59,66,18316.00,37342.00,48611.00,779,5,Mastercard,Debit,YES,1,16144.00,2,2003,7,No,"Digital Goods - Media, Books, Apps",0.000510,0.000220,15.000000,65,False,train
20784109,2018-02-08 01:34:00,1,4,False,2,26.46,Chip Transaction,AR,4814,58,68,16877.00,34406.00,1636.00,774,3,Visa,Debit (Prepaid),YES,1,80.00,2,2018,0,No,Telecommunication Services,0.330750,0.000769,0.000000,23,False,train
20784110,2018-02-08 01:34:00,1,4,False,2,22.37,Chip Transaction,MN,5300,50,69,20662.00,42129.00,101742.00,758,4,Discover,Credit,YES,1,8400.00,3,1997,5,No,Wholesale Clubs,0.002663,0.000531,20.916666,34,False,train
20784111,2018-02-08 01:37:00,1,4,False,2,22.45,Chip Transaction,IL,5300,45,61,14497.00,29564.00,54279.00,694,2,Visa,Debit (Prepaid),YES,2,85.00,4,2006,8,No,Wholesale Clubs,0.264118,0.000759,11.833333,47,False,train
20784113,2018-02-08 01:40:00,1,4,False,2,2.02,Chip Transaction,TX,5912,45,67,15092.00,30774.00,51428.00,700,3,Mastercard,Debit (Prepaid),YES,1,89.00,4,2010,8,No,Drug Stores and Pharmacies,0.022697,0.000066,7.833333,65,False,train
20784114,2018-02-08 01:40:00,1,4,False,2,60.00,Chip Transaction,MA,4829,56,72,40694.00,82974.00,181429.00,503,2,Visa,Credit,YES,1,17300.00,6,2011,7,No,Money Transfer,0.003468,0.000723,6.666666,73,False,train
20784117,2018-02-08 01:45:00,1,4,False,2,16.76,Online Transaction,,5815,72,66,56720.00,58378.00,73124.00,652,1,Visa,Debit (Prepaid),YES,2,43.00,12,2010,7,No,"Digital Goods - Media, Books, Apps",0.389767,0.000287,7.166666,41,False,train
20784118,2018-02-08 01:45:00,1,4,False,2,40.00,Chip Transaction,AZ,4829,90,72,30818.00,57732.00,2261.00,726,6,Mastercard,Debit,YES,2,39533.00,4,2007,2,No,Money Transfer,0.001012,0.000693,10.833333,73,False,train
20784122,2018-02-08 01:54:00,1,4,False,2,2.88,Swipe Transaction,CA,5812,55,54,17899.00,12044.00,10323.00,576,3,Visa,Debit,YES,2,20114.00,1,2009,9,No,Eating Places and Restaurants,0.000143,0.000239,9.083333,26,False,train
20784124,2018-02-08 01:55:00,1,4,False,2,27.05,Chip Transaction,NC,5942,83,62,16248.00,28134.00,2081.00,674,2,Mastercard,Debit (Prepaid),YES,2,92.00,8,2007,9,No,Book Stores,0.294022,0.000961,10.500000,23,False,train
20784125,2018-02-08 02:03:00,2,4,False,2,2.67,Chip Transaction,TX,5411,50,67,13799.00,28137.00,88482.00,797,6,Mastercard,Debit,YES,2,6795.00,4,2001,9,No,"Grocery Stores, Supermarkets",0.000393,0.000095,16.833333,78,False,train
20784126,2018-02-08 02:03:00,2,4,False,2,135.55,Chip Transaction,NY,5814,53,66,39705.00,80957.00,161166.00,683,6,Mastercard,Debit,YES,1,38084.00,3,2009,8,No,Fast Food Restaurants,0.003559,0.001674,8.916666,49,False,train
20784127,2018-02-08 02:03:00,2,4,False,2,66.09,Online Transaction,,4784,45,75,21156.00,43133.00,44263.00,693,3,Visa,Credit,YES,2,11100.00,6,2015,3,No,Tolls and Bridge Fees,0.005954,0.001532,2.666666,39,False,train
20784128,2018-02-08 02:04:00,2,4,False,2,6.49,Chip Transaction,TX,5411,30,65,24217.00,49374.00,108192.00,706,2,Mastercard,Debit,YES,1,16339.00,10,2012,6,No,"Grocery Stores, Supermarkets",0.000397,0.000131,5.333333,39,False,train
20784131,2018-02-08 02:06:00,2,4,False,2,3.53,Chip Transaction,KY,5411,50,66,28583.00,58278.00,51539.00,689,6,Mastercard,Credit,YES,1,15500.00,9,2007,6,No,"Grocery Stores, Supermarkets",0.000228,0.000061,10.416666,62,False,train
20784133,2018-02-08 02:10:00,2,4,False,2,27.03,Chip Transaction,IL,5912,78,67,15755.00,16646.00,1639.00,590,2,Amex,Credit,YES,2,7700.00,8,2008,8,No,Drug Stores and Pharmacies,0.003510,0.001624,9.500000,81,False,train
20784134,2018-02-08 02:12:00,2,4,False,2,5.18,Chip Transaction,WA,5411,34,66,31518.00,64262.00,75415.00,775,4,Mastercard,Debit,YES,1,19807.00,5,2010,8,No,"Grocery Stores, Supermarkets",0.000262,0.000081,7.750000,38,False,train
20784135,2018-02-08 02:12:00,2,4,False,2,5.17,Chip Transaction,MA,5411,50,62,38878.00,79272.00,107029.00,716,3,Visa,Credit,YES,2,20600.00,9,2012,6,No,"Grocery Stores, Supermarkets",0.000251,0.000065,5.416666,55,False,train
20784136,2018-02-08 02:14:00,2,4,False,2,45.83,Chip Transaction,TN,7349,66,63,36563.00,70554.00,39078.00,655,5,Mastercard,Credit,YES,1,17400.00,9,2012,6,No,Cleaning and Maintenance Services,0.002634,0.000650,5.416666,80,False,train
20784137,2018-02-08 02:14:00,2,4,False,2,11.47,Chip Transaction,MA,5411,39,61,38878.00,79271.00,211919.00,759,1,Mastercard,Debit,YES,2,40176.00,5,2005,9,No,"Grocery Stores, Supermarkets",0.000285,0.000145,12.750000,34,False,train
20784138,2018-02-08 02:15:00,2,4,False,2,37.65,Chip Transaction,NC,5311,83,62,16248.00,28134.00,2081.00,674,2,Mastercard,Debit (Prepaid),YES,2,92.00,8,2007,9,No,Department Stores,0.409239,0.001338,10.500000,23,False,train
20784139,2018-02-08 02:16:00,2,4,False,2,22.31,Online Transaction,,4784,86,67,19115.00,19225.00,1644.00,809,8,Mastercard,Debit (Prepaid),YES,2,37.00,2,2003,2,No,Tolls and Bridge Fees,0.602973,0.001160,15.000000,63,False,train
20784140,2018-02-08 02:16:00,2,4,False,2,67.46,Swipe Transaction,LA,5411,30,66,17536.00,35755.00,61748.00,708,4,Mastercard,Debit,YES,1,7535.00,9,2011,7,No,"Grocery Stores, Supermarkets",0.008953,0.001887,6.416666,23,False,train
20784141,2018-02-08 02:16:00,2,4,False,2,21.52,Online Transaction,,4121,69,68,35563.00,87659.00,0.00,779,4,Mastercard,Debit,YES,1,34023.00,9,2008,10,No,Taxicabs and Limousines,0.000633,0.000245,9.416666,66,False,train
20784143,2018-02-08 02:23:00,2,4,False,2,13.59,Online Transaction,,4121,58,67,22680.00,46244.00,108449.00,814,5,Mastercard,Credit,YES,2,10800.00,4,2007,8,No,Taxicabs and Limousines,0.001258,0.000294,10.833333,24,False,train
20784148,2018-02-08 02:28:00,2,4,False,2,56.99,Chip Transaction,IL,5912,78,67,15755.00,16646.00,1639.00,590,2,Amex,Credit,YES,2,7700.00,8,2008,8,No,Drug Stores and Pharmacies,0.007401,0.003424,9.500000,81,False,train
20784149,2018-02-08 02:30:00,2,4,False,2,75.21,Swipe Transaction,OH,4900,43,62,18962.00,38666.00,116783.00,822,1,Visa,Credit,YES,3,4600.00,4,2008,8,No,"Utilities - Electric, Gas, Water, Sanitary",0.016350,0.001945,9.833333,49,False,train
20784151,2018-02-08 02:36:00,2,4,False,2,3.13,Chip Transaction,FL,5814,34,65,16133.00,32896.00,69800.00,735,2,Visa,Debit (Prepaid),YES,2,68.00,2,2010,8,No,Fast Food Restaurants,0.046029,0.000095,8.000000,36,False,train
20784152,2018-02-08 02:37:00,2,4,False,2,58.67,Online Transaction,,4814,56,66,25166.00,51316.00,0.00,759,6,Visa,Debit,YES,1,24827.00,11,2003,10,No,Telecommunication Services,0.002363,0.001143,14.250000,70,False,train
20784153,2018-02-08 02:38:00,2,4,False,2,14.24,Chip Transaction,AR,5311,56,66,11324.00,23092.00,20545.00,752,4,Mastercard,Debit,YES,1,10691.00,2,2014,4,No,Department Stores,0.001332,0.000617,4.000000,65,False,train
20784161,2018-02-08 02:53:00,2,4,False,2,66.71,Chip Transaction,AR,5661,36,66,17093.00,34854.00,40722.00,746,5,Mastercard,Debit,YES,1,16986.00,3,2007,8,No,Shoe Stores,0.003927,0.001914,10.916666,68,False,train
20784165,2018-02-08 02:57:00,2,4,False,2,106.39,Chip Transaction,AR,5661,36,66,17093.00,34854.00,40722.00,746,5,Visa,Debit,YES,2,24270.00,9,2007,10,No,Shoe Stores,0.004384,0.003052,10.416666,67,False,train
20784166,2018-02-08 02:57:00,2,4,False,2,48.01,Chip Transaction,TN,5411,44,73,19115.00,38971.00,0.00,784,3,Mastercard,Debit,YES,1,18118.00,3,2001,11,No,"Grocery Stores, Supermarkets",0.002650,0.001232,16.916666,53,False,train
20784170,2018-02-08 03:05:00,3,4,False,2,3.47,Chip Transaction,PA,5499,33,67,14798.00,30172.00,39959.00,653,2,Mastercard,Debit (Prepaid),YES,2,87.00,8,2006,2,No,Miscellaneous Food Stores,0.039885,0.000115,11.500000,39,False,train
20784171,2018-02-08 03:06:00,3,4,False,2,0.91,Chip Transaction,AR,5499,35,66,16689.00,34032.00,68762.00,769,2,Visa,Credit,YES,1,8700.00,11,2009,9,No,Miscellaneous Food Stores,0.000105,0.000027,8.250000,75,False,train
20784173,2018-02-08 03:07:00,3,4,False,2,80.00,Chip Transaction,OH,4829,61,64,14137.00,28828.00,49793.00,687,4,Visa,Debit,YES,1,18217.00,4,2007,10,No,Money Transfer,0.004392,0.002775,10.833333,24,False,train
20784178,2018-02-08 03:10:00,3,4,False,2,3.19,Swipe Transaction,IN,5211,58,66,16273.00,33178.00,85620.00,687,3,Mastercard,Debit (Prepaid),NO,1,80.00,8,2011,7,No,Lumber and Building Materials,0.039875,0.000096,6.500000,68,False,train
20784182,2018-02-08 03:15:00,3,4,False,2,44.81,Chip Transaction,FL,5814,51,66,24589.00,50139.00,109623.00,767,3,Visa,Credit,YES,1,13900.00,12,2010,8,No,Fast Food Restaurants,0.003224,0.000894,7.166666,66,False,train
20784183,2018-02-08 03:16:00,3,4,False,2,15.52,Swipe Transaction,AZ,5814,81,65,15462.00,29494.00,1196.00,689,5,Mastercard,Debit,NO,1,12091.00,5,2009,9,No,Fast Food Restaurants,0.001284,0.000526,8.750000,61,False,train
20784185,2018-02-08 03:20:00,3,4,False,2,65.64,Chip Transaction,NY,5942,61,71,16985.00,34637.00,12623.00,710,4,Mastercard,Debit (Prepaid),YES,2,79.00,1,2011,7,No,Book Stores,0.830886,0.001895,7.083333,29,False,train
20784186,2018-02-08 03:22:00,3,4,False,2,12.46,Chip Transaction,TX,5912,57,62,18408.00,37536.00,63386.00,717,3,Visa,Debit,YES,2,19436.00,3,2011,7,No,Drug Stores and Pharmacies,0.000641,0.000332,6.916666,29,False,train
20784187,2018-02-08 03:22:00,3,4,False,2,46.80,Chip Transaction,CA,5813,23,70,40761.00,83104.00,222502.00,714,5,Visa,Credit,YES,1,17100.00,1,2017,1,No,Drinking Places (Alcoholic Beverages),0.002737,0.000563,1.083333,64,False,train
20784188,2018-02-08 03:24:00,3,4,False,2,34.87,Online Transaction,,5311,44,70,15515.00,31632.00,76538.00,832,3,Mastercard,Debit,NO,2,12100.00,6,2010,3,No,Department Stores,0.002882,0.001102,7.666666,75,False,train
20784193,2018-02-08 03:36:00,3,4,False,2,125.48,Chip Transaction,NY,5300,44,68,34873.00,71103.00,136853.00,721,4,Mastercard,Credit,YES,2,15000.00,8,2007,11,No,Wholesale Clubs,0.008365,0.001765,10.500000,36,False,train
20784194,2018-02-08 03:38:00,3,4,False,2,54.55,Chip Transaction,NY,4900,61,68,15490.00,31582.00,23359.00,693,4,Mastercard,Debit,YES,2,1633.00,3,2004,7,No,"Utilities - Electric, Gas, Water, Sanitary",0.033405,0.001727,13.916666,80,False,train
20784199,2018-02-08 03:49:00,3,4,False,2,100.03,Chip Transaction,CO,5541,52,67,30072.00,61312.00,25355.00,708,3,Mastercard,Debit,YES,1,48003.00,1,2012,6,No,Service Stations,0.002084,0.001631,6.083333,72,False,train
20784200,2018-02-08 03:51:00,3,4,False,2,3.17,Chip Transaction,MT,5411,32,66,20231.00,41249.00,42268.00,695,2,Visa,Debit,YES,1,13193.00,1,2017,1,No,"Grocery Stores, Supermarkets",0.000240,0.000077,1.083333,69,False,train
20784203,2018-02-08 03:55:00,3,4,False,2,156.77,Online Transaction,,4814,47,66,25381.00,51755.00,88605.00,806,1,Mastercard,Debit,YES,2,7834.00,5,1996,6,No,Telecommunication Services,0.020011,0.003029,21.750000,25,False,train
20784204,2018-02-08 03:56:00,3,4,False,2,4.73,Chip Transaction,NY,5541,43,67,31299.00,63815.00,4832.00,699,6,Amex,Credit,YES,2,19400.00,9,2005,5,No,Service Stations,0.000244,0.000074,12.416666,36,False,train
20784205,2018-02-08 03:56:00,3,4,False,2,17.48,Chip Transaction,LA,5912,56,66,11324.00,23092.00,20545.00,752,4,Mastercard,Credit,YES,1,4900.00,1,2008,7,No,Drug Stores and Pharmacies,0.003567,0.000757,10.083333,53,False,train
20784211,2018-02-08 04:04:00,4,4,False,2,42.55,Chip Transaction,WI,5311,82,70,19196.00,26676.00,1370.00,733,5,Mastercard,Debit,YES,1,12170.00,7,2017,1,No,Department Stores,0.003496,0.001595,0.583333,30,False,train
20784212,2018-02-08 04:05:00,4,4,False,2,90.35,Chip Transaction,MA,5311,56,57,20979.00,17078.00,25245.00,719,4,Visa,Debit,YES,1,20475.00,1,2010,3,No,Department Stores,0.004413,0.005290,8.083333,61,False,train
20784214,2018-02-08 04:10:00,4,4,False,2,172.00,Online Transaction,,4814,74,72,19780.00,34408.00,9107.00,701,4,Mastercard,Debit,YES,1,18784.00,12,2012,6,No,Telecommunication Services,0.009157,0.004999,5.166666,64,False,train
20784218,2018-02-08 04:17:00,4,4,False,2,62.61,Chip Transaction,WI,5310,49,71,21278.00,43386.00,2192.00,698,3,Amex,Credit,YES,1,9600.00,12,2003,8,No,Discount Stores,0.006522,0.001443,14.166666,29,False,train
20784219,2018-02-08 04:18:00,4,4,False,2,3.08,Chip Transaction,TX,5411,84,67,19477.00,23371.00,0.00,757,8,Mastercard,Debit,YES,1,7702.00,2,2010,8,No,"Grocery Stores, Supermarkets",0.000400,0.000132,8.000000,74,False,train
20784221,2018-02-08 04:24:00,4,4,False,2,12.57,Chip Transaction,CA,5311,64,69,36323.00,74059.00,144396.00,744,4,Mastercard,Debit,YES,2,54842.00,3,2013,5,No,Department Stores,0.000229,0.000170,4.916666,60,False,train
20784223,2018-02-08 04:27:00,4,4,False,2,31.67,Chip Transaction,MN,5813,62,66,15325.00,31244.00,51924.00,713,4,Amex,Credit,YES,1,8200.00,6,2009,5,No,Drinking Places (Alcoholic Beverages),0.003862,0.001014,8.666666,42,False,train
20784224,2018-02-08 04:28:00,4,4,False,2,83.70,Chip Transaction,IL,5541,40,65,15221.00,31031.00,21853.00,744,7,Mastercard,Debit,YES,2,2650.00,2,2011,5,No,Service Stations,0.031585,0.002697,7.000000,28,False,train
20784225,2018-02-08 04:28:00,4,4,False,2,33.02,Chip Transaction,OK,5912,36,65,12517.00,25524.00,69401.00,759,3,Mastercard,Debit,YES,2,16815.00,1,2008,4,No,Drug Stores and Pharmacies,0.001964,0.001294,10.083333,72,False,train
20784227,2018-02-08 04:31:00,4,4,False,2,130.00,Swipe Transaction,WI,4900,82,70,19196.00,26676.00,1370.00,733,5,Amex,Credit,YES,2,10400.00,11,2007,9,No,"Utilities - Electric, Gas, Water, Sanitary",0.012500,0.004873,10.250000,79,False,train
20784231,2018-02-08 04:35:00,4,4,False,2,8.90,Chip Transaction,OR,5942,41,65,15069.00,30721.00,49961.00,749,3,Mastercard,Debit,YES,2,6222.00,9,2009,9,No,Book Stores,0.001430,0.000290,8.416666,70,False,train
20784232,2018-02-08 04:36:00,4,4,False,2,101.23,Chip Transaction,NY,5411,52,65,25534.00,52062.00,97881.00,775,4,Mastercard,Debit,YES,2,11568.00,3,2006,10,No,"Grocery Stores, Supermarkets",0.008751,0.001944,11.916666,68,False,train
20784234,2018-02-08 04:41:00,4,4,False,2,15.01,Online Transaction,,5311,45,68,23740.00,48406.00,80441.00,683,3,Visa,Credit,YES,2,5900.00,9,2014,4,No,Department Stores,0.002544,0.000310,3.416666,74,False,train
20784236,2018-02-08 04:43:00,4,4,False,2,72.02,Chip Transaction,WA,5942,78,67,24884.00,39110.00,363.00,750,5,Visa,Credit,YES,2,16400.00,7,2009,9,No,Book Stores,0.004391,0.001841,8.583333,55,False,train
20784239,2018-02-08 04:48:00,4,4,False,2,6.00,Chip Transaction,ND,5300,61,65,25692.00,52380.00,8764.00,850,6,Mastercard,Debit,YES,1,16681.00,5,2002,7,No,Wholesale Clubs,0.000360,0.000115,15.750000,25,False,train
20784241,2018-02-08 04:48:00,4,4,False,2,22.08,Online Transaction,,4784,79,67,22681.00,33483.00,196.00,698,5,Mastercard,Debit,YES,2,31599.00,10,2009,9,No,Tolls and Bridge Fees,0.000699,0.000659,8.333333,49,False,train
20784242,2018-02-08 04:50:00,4,4,False,2,1.00,Chip Transaction,CA,5499,47,67,11073.00,22583.00,62461.00,683,4,Mastercard,Debit,YES,3,1129.00,10,2008,6,No,Miscellaneous Food Stores,0.000886,0.000044,9.333333,81,False,train
20784244,2018-02-08 04:56:00,4,4,False,2,25.88,Chip Transaction,MT,7349,36,68,19560.00,39882.00,77817.00,809,4,Visa,Debit,YES,2,25621.00,12,2016,2,No,Cleaning and Maintenance Services,0.001010,0.000649,1.166666,39,False,train
20784246,2018-02-08 04:58:00,4,4,False,2,80.01,Chip Transaction,KS,5719,26,73,24982.00,50934.00,54406.00,720,3,Mastercard,Credit,YES,1,12500.00,1,2010,6,No,Miscellaneous Home Furnishing Stores,0.006401,0.001571,8.083333,67,False,train
20784248,2018-02-08 04:59:00,4,4,False,2,280.48,Chip Transaction,ME,4814,55,67,24259.00,49467.00,77465.00,697,5,Visa,Credit,YES,1,18100.00,8,2005,10,No,Telecommunication Services,0.015496,0.005670,12.500000,32,False,train
20784249,2018-02-08 04:59:00,4,4,False,2,85.93,Chip Transaction,MA,5411,56,57,20979.00,17078.00,25245.00,719,4,Mastercard,Debit,YES,1,34319.00,6,2001,5,No,"Grocery Stores, Supermarkets",0.002504,0.005032,16.666666,76,False,train
20784250,2018-02-08 05:00:00,5,4,False,2,8.14,Chip Transaction,NJ,5541,83,67,13006.00,9795.00,396.00,771,7,Mastercard,Debit,YES,1,12917.00,7,2013,5,No,Service Stations,0.000630,0.000831,4.583333,41,False,train
20784257,2018-02-08 05:13:00,5,4,False,2,9.58,Chip Transaction,NJ,5541,83,67,13006.00,9795.00,396.00,771,7,Visa,Debit,YES,2,8874.00,6,2002,6,No,Service Stations,0.001080,0.000978,15.666666,64,False,train
20784258,2018-02-08 05:14:00,5,4,False,2,0.31,Swipe Transaction,CO,5812,28,66,33151.00,67589.00,0.00,734,3,Visa,Debit,YES,2,27623.00,2,2010,0,No,Eating Places and Restaurants,0.000011,0.000005,8.000000,28,False,train
20784259,2018-02-08 05:14:00,5,4,False,2,11.37,Chip Transaction,IA,5411,48,71,16901.00,34456.00,54634.00,752,4,Mastercard,Debit,YES,1,11121.00,2,2013,5,No,"Grocery Stores, Supermarkets",0.001022,0.000330,5.000000,57,False,train
20784264,2018-02-08 05:24:00,5,4,False,2,21.49,Online Transaction,,5815,71,60,21084.00,42593.00,16083.00,703,2,Visa,Credit,YES,1,16700.00,8,2007,11,No,"Digital Goods - Media, Books, Apps",0.001287,0.000505,10.500000,72,False,train
20784265,2018-02-08 05:25:00,5,4,False,2,100.00,Chip Transaction,FL,4829,58,66,19382.00,39521.00,61861.00,491,3,Mastercard,Debit,YES,1,7546.00,3,2004,8,No,Money Transfer,0.013252,0.002530,13.916666,29,False,train
20784266,2018-02-08 05:25:00,5,4,False,2,88.52,Chip Transaction,SC,5310,42,68,41380.00,84365.00,113529.00,796,5,Mastercard,Debit,YES,2,4130.00,12,2004,3,No,Discount Stores,0.021433,0.001049,13.166666,30,False,train
20784267,2018-02-08 05:26:00,5,4,False,2,9.60,Swipe Transaction,WA,5541,75,65,19640.00,44807.00,13730.00,751,4,Visa,Debit,YES,2,13193.00,12,2011,7,No,Service Stations,0.000728,0.000214,6.166666,50,False,train
20784268,2018-02-08 05:30:00,5,4,False,2,3.34,Swipe Transaction,NY,5411,50,68,27005.00,55059.00,162462.00,735,3,Mastercard,Debit,YES,1,28790.00,3,2001,9,No,"Grocery Stores, Supermarkets",0.000116,0.000061,16.916666,78,False,train
20784269,2018-02-08 05:30:00,5,4,False,2,38.01,Chip Transaction,MS,5970,46,70,15316.00,31231.00,40499.00,681,3,Discover,Credit,YES,2,7400.00,3,2009,1,No,"Artist Supply Stores, Craft Shops",0.005136,0.001217,8.916666,66,False,train
20784270,2018-02-08 05:32:00,5,4,False,2,2.72,Chip Transaction,CA,5411,76,68,14709.00,18100.00,0.00,682,6,Mastercard,Debit,YES,2,16652.00,10,2008,8,No,"Grocery Stores, Supermarkets",0.000163,0.000150,9.333333,48,False,train
20784271,2018-02-08 05:36:00,5,4,False,2,59.00,Chip Transaction,CA,5499,54,66,13002.00,26510.00,53023.00,696,4,Visa,Debit,YES,1,9599.00,11,2010,8,No,Miscellaneous Food Stores,0.006146,0.002226,7.250000,45,False,train
20784272,2018-02-08 05:37:00,5,4,False,2,1.13,Chip Transaction,PA,5541,46,66,19486.00,39733.00,79302.00,781,4,Mastercard,Debit,YES,1,12925.00,1,2006,8,No,Service Stations,0.000087,0.000028,12.083333,36,False,train
20784273,2018-02-08 05:37:00,5,4,False,2,59.90,Chip Transaction,CT,5499,65,69,30736.00,62669.00,70317.00,760,5,Discover,Credit,YES,2,14700.00,3,2008,,No,Miscellaneous Food Stores,0.004075,0.000956,9.916666,52,False,train
20784277,2018-02-08 05:38:00,5,4,False,2,65.71,Chip Transaction,VA,7538,26,72,28497.00,58105.00,70254.00,688,3,Mastercard,Debit,YES,1,32903.00,6,2010,8,No,Automotive Service Shops,0.001997,0.001131,7.666666,80,False,train
20784286,2018-02-08 05:47:00,5,4,False,2,2.91,Chip Transaction,IN,5411,59,65,18324.00,37362.00,21600.00,703,4,Visa,Debit,YES,2,12106.00,2,2009,9,No,"Grocery Stores, Supermarkets",0.000240,0.000078,9.000000,65,False,train
20784288,2018-02-08 05:48:00,5,4,False,2,13.31,Chip Transaction,MI,5912,40,68,32078.00,65403.00,80057.00,784,4,Mastercard,Debit,YES,1,23344.00,2,2010,8,No,Drug Stores and Pharmacies,0.000570,0.000204,8.000000,77,False,train
20784292,2018-02-08 05:50:00,5,4,False,2,-78.00,Chip Transaction,CT,5499,65,69,30736.00,62669.00,70317.00,760,5,Discover,Credit,YES,2,14700.00,3,2008,,No,Miscellaneous Food Stores,-0.005306,-0.001245,9.916666,52,False,train
20784294,2018-02-08 05:52:00,5,4,False,2,134.14,Chip Transaction,NY,5411,54,66,31288.00,63796.00,82173.00,730,3,Visa,Debit,YES,2,20930.00,10,2002,10,No,"Grocery Stores, Supermarkets",0.006409,0.002103,15.333333,50,False,train
20784296,2018-02-08 05:52:00,5,4,False,2,61.71,Chip Transaction,CT,5912,46,66,32240.00,65736.00,206000.00,733,3,Mastercard,Debit,YES,1,36344.00,7,2010,8,No,Drug Stores and Pharmacies,0.001698,0.000939,7.583333,44,False,train
20784297,2018-02-08 05:52:00,5,4,False,2,41.85,Online Transaction,,4784,53,61,21992.00,44839.00,63194.00,625,3,Visa,Credit,YES,2,13200.00,6,2010,7,No,Tolls and Bridge Fees,0.003170,0.000933,7.666666,70,False,train
20784301,2018-02-08 05:54:00,5,4,False,2,43.48,Chip Transaction,CA,5499,54,66,13002.00,26510.00,53023.00,696,4,Visa,Debit,YES,1,9599.00,11,2010,8,No,Miscellaneous Food Stores,0.004530,0.001640,7.250000,45,False,train
20784303,2018-02-08 05:55:00,5,4,False,2,17.92,Swipe Transaction,IL,7538,45,61,14497.00,29564.00,54279.00,694,2,Mastercard,Debit (Prepaid),NO,1,39.00,2,2006,12,No,Automotive Service Shops,0.459487,0.000606,12.000000,28,False,train
20784306,2018-02-08 05:56:00,5,4,False,2,1.53,Chip Transaction,WV,5499,28,65,17701.00,36092.00,63276.00,679,1,Mastercard,Credit,YES,2,6700.00,1,2008,9,No,Miscellaneous Food Stores,0.000228,0.000042,10.083333,77,False,train
20784307,2018-02-08 05:58:00,5,4,False,2,1.42,Chip Transaction,CA,5499,67,66,38948.00,99825.00,4344.00,685,4,Mastercard,Debit,YES,2,19959.00,7,2003,5,No,Miscellaneous Food Stores,0.000071,0.000014,14.583333,62,False,train
20784308,2018-02-08 05:58:00,5,4,False,2,120.62,Online Transaction,,4814,30,70,23550.00,48010.00,87837.00,703,3,Discover,Credit,NO,1,18300.00,3,2007,5,No,Telecommunication Services,0.006591,0.002512,10.916666,60,False,train
20784310,2018-02-08 05:59:00,5,4,False,2,16.69,Chip Transaction,OH,5411,42,66,19569.00,39898.00,43630.00,682,3,Mastercard,Credit,YES,2,14100.00,2,2010,8,No,"Grocery Stores, Supermarkets",0.001184,0.000418,8.000000,42,False,train
20784318,2018-02-08 06:01:00,6,4,False,2,12.90,Online Transaction,,4121,68,70,17474.00,27772.00,14408.00,788,4,Mastercard,Debit,YES,2,11382.00,6,2006,9,No,Taxicabs and Limousines,0.001133,0.000464,11.666666,27,False,train
20784320,2018-02-08 06:02:00,6,4,False,2,31.38,Swipe Transaction,MI,5541,35,69,32423.00,66111.00,98102.00,771,5,Mastercard,Debit,YES,1,39591.00,8,2008,7,No,Service Stations,0.000793,0.000475,9.500000,51,False,train
20784321,2018-02-08 06:02:00,6,4,False,2,2.48,Chip Transaction,NY,5812,61,67,14456.00,29477.00,56355.00,850,4,Mastercard,Debit,YES,2,16703.00,6,2014,4,No,Eating Places and Restaurants,0.000148,0.000084,3.666666,75,False,train
20784322,2018-02-08 06:02:00,6,4,False,2,5.55,Chip Transaction,TN,5499,58,65,36563.00,74550.00,37427.00,687,4,Mastercard,Debit,YES,2,23154.00,7,2004,6,No,Miscellaneous Food Stores,0.000240,0.000074,13.583333,51,False,train
20784326,2018-02-08 06:02:00,6,4,False,2,51.64,Chip Transaction,OH,5942,34,68,15950.00,32522.00,28260.00,769,2,Mastercard,Debit,YES,2,11087.00,5,2010,7,No,Book Stores,0.004658,0.001588,7.750000,40,False,train
